Company,Type,OpSys,CPU,GPU,Ram,Weight,Touchscreen,ClockSpeed,HDD,SSD,PPI,Price
Lenovo,Ultrabook,Windows,Intel,Intel,8,1.3,0,2.3,0.0,0.18,170.72,58554.72
Lenovo,Notebook,Windows,Intel,Intel,8,2.17,0,1.8,0.0,0.256,192.30769230769232,47893.39199999999
HP,Notebook,Windows,Intel,Intel,8,1.48,0,2.8,0.0,1.0,214.28571428571428,93186.72
Lenovo,Notebook,Windows,Intel,Intel,8,1.4,0,2.4,0.0,0.256,225.56390977443607,50562.72
Lenovo,Notebook,Windows,Intel,Intel,8,2.3,0,2.5,0.0,0.256,192.30769230769232,48538.08
Asus,Netbook,Windows,Intel,Intel,4,1.2,0,1.1,0.0,0.0,183.9655172413793,18115.2
HP,Notebook,Windows,Intel,AMD,8,1.91,0,2.5,0.0,0.256,136.7948717948718,32979.7872
Lenovo,2 in 1 Convertible,Windows,Intel,Intel,8,1.4,1,1.6,0.0,0.256,215.8273381294964,85194.72
Lenovo,Notebook,Windows,Intel,Intel,4,2.1,0,1.1,0.5,0.0,152.42857142857142,15930.72
Lenovo,Netbook,Chrome,Intel,Intel,4,1.25,0,1.6,0.0,0.016,183.9655172413793,14119.2
Lenovo,Notebook,Windows,Intel,Intel,8,1.44,0,2.5,0.0,0.256,225.56390977443607,50562.72
Asus,Notebook,Windows,Intel,Intel,8,2.0,0,2.7,1.0,0.256,192.30769230769232,65214.72
Acer,Notebook,Windows,Intel,Nvidia,4,2.2,0,1.6,1.0,0.0,192.30769230769232,32660.64
HP,Ultrabook,Windows,Intel,Intel,8,1.34,0,2.7,0.0,0.512,225.56390977443607,70489.44
Lenovo,Gaming,No,Intel,Nvidia,8,2.4,0,2.8,1.0,0.256,192.30769230769232,61218.72
Dell,Ultrabook,Windows,Intel,Intel,8,1.29,1,2.5,0.0,0.128,225.56390977443607,47898.72
Acer,Notebook,Windows,Intel,Nvidia,4,2.2,0,2.7,0.5,0.0,192.30769230769232,34045.92
Dell,Notebook,Windows,Intel,Intel,8,2.18,0,2.5,1.0,0.0,192.30769230769232,44542.08
Dell,Notebook,Windows,Intel,AMD,16,2.2,0,1.8,2.0,0.256,192.30769230769232,64961.10719999999
others,Notebook,No,Intel,Nvidia,16,1.95,0,1.8,0.0,0.256,192.30769230769232,74589.336
Asus,Netbook,Windows,Intel,Intel,2,1.1,0,1.1,0.0,0.0,183.9655172413793,13053.6
HP,Notebook,Windows,Intel,Intel,4,2.04,1,1.6,1.0,0.0,136.7948717948718,27783.9216
Asus,Gaming,Windows,Intel,Nvidia,24,2.24,0,2.8,0.0,0.512,192.30769230769232,158135.04
HP,Notebook,Windows,Intel,Nvidia,8,2.04,0,2.5,0.0,0.256,192.30769230769232,47365.92
Asus,Gaming,Windows,Intel,Nvidia,16,3.0,0,2.8,1.0,0.256,173.41040462427745,80133.12
Lenovo,Gaming,Windows,Intel,Nvidia,8,3.2,0,2.8,1.0,0.256,192.30769230769232,74538.72
HP,Ultrabook,Windows,Intel,Intel,8,1.32,0,2.7,0.0,0.256,225.56390977443607,74538.72
Dell,Notebook,Windows,Intel,Intel,8,1.64,0,2.6,0.0,0.256,214.28571428571428,68184.0144
HP,Notebook,Windows,Intel,Intel,4,1.63,0,2.0,0.0,0.128,136.7948717948718,36709.92
Dell,Notebook,Linux,Intel,AMD,8,2.8,0,1.6,1.0,0.128,173.41040462427745,47365.92
Lenovo,Notebook,Windows,Intel,Intel,8,2.02,0,2.3,0.0,0.256,214.28571428571428,71395.2
Lenovo,Notebook,Windows,Intel,Nvidia,4,2.2,0,2.7,1.0,0.0,192.30769230769232,42570.72
Lenovo,Notebook,No,Intel,Nvidia,8,2.2,0,2.0,2.0,0.0,136.7948717948718,24455.52
Dell,Notebook,Windows,Intel,AMD,4,2.3,0,2.5,0.5,0.0,192.30769230769232,31168.8
Dell,Notebook,Windows,Intel,Intel,8,1.9,0,2.8,0.0,0.256,192.30769230769232,73366.56
Dell,Gaming,Windows,Intel,Nvidia,16,4.42,0,2.8,1.0,0.128,173.41040462427745,160520.3856
Toshiba,Notebook,Windows,Intel,Intel,8,2.0,0,2.5,0.5,0.0,192.30769230769232,45820.8
Asus,Notebook,Windows,Intel,Nvidia,8,2.0,0,2.7,1.0,0.256,384.61538461538464,69210.72
others,Notebook,Windows,Intel,Intel,4,1.2,0,1.1,0.0,0.032,225.56390977443607,19660.32
Asus,Gaming,Windows,Intel,Nvidia,8,2.3,0,2.5,1.0,0.128,192.30769230769232,87858.72
Dell,Notebook,Windows,Intel,Nvidia,8,1.93,0,2.8,0.0,0.256,192.30769230769232,72940.31999999999
Dell,Notebook,Windows,Intel,AMD,8,2.2,0,1.6,0.0,0.256,192.30769230769232,42486.0048
HP,Notebook,Windows,Intel,Intel,4,1.86,0,1.6,0.0,0.256,192.30769230769232,21258.1872
HP,Gaming,Windows,Intel,Nvidia,12,2.62,0,2.8,1.0,0.0,173.41040462427745,95850.72
Lenovo,Notebook,Windows,Intel,Nvidia,8,1.87,0,2.7,0.0,0.256,214.28571428571428,45767.52
Dell,Ultrabook,Windows,Intel,Intel,8,1.2,1,1.8,0.0,0.256,375.9398496240601,74538.72
Dell,Notebook,Windows,Intel,Intel,4,1.6,0,2.0,0.0,0.128,214.28571428571428,39207.1536
HP,Ultrabook,Windows,Intel,Intel,8,1.34,0,2.7,0.0,0.256,375.9398496240601,61005.6
Acer,Gaming,Linux,Intel,Nvidia,8,2.4,0,2.5,1.0,0.0,192.30769230769232,42517.44
Asus,Notebook,Windows,AMD,AMD,4,2.0,0,1.8,0.5,0.0,136.7948717948718,18594.72
HP,Notebook,Windows,Intel,Intel,4,2.1,0,2.4,0.0,0.128,192.30769230769232,37589.04
Lenovo,Notebook,Windows,Intel,Intel,4,1.87,0,2.5,0.5,0.0,214.28571428571428,41824.8
Lenovo,Notebook,No,Intel,Intel,4,2.15,0,2.3,1.0,0.0,192.30769230769232,24634.008
HP,Notebook,Windows,Intel,Intel,4,1.86,0,2.0,0.5,0.0,192.30769230769232,21152.16
Lenovo,Notebook,Windows,Intel,Intel,8,1.99,0,2.7,0.0,0.512,192.30769230769232,92121.12
Lenovo,Notebook,Windows,Intel,Intel,4,2.2,0,2.0,0.0,0.128,192.30769230769232,26586.72
Dell,Notebook,Windows,Intel,Intel,8,1.9,0,2.5,0.0,0.256,192.30769230769232,59513.2272
Dell,Gaming,Windows,Intel,Nvidia,16,4.42,0,2.8,1.0,0.256,173.41040462427745,143802.72
HP,Notebook,Windows,Intel,Intel,8,2.65,0,2.0,1.0,0.0,144.50867052023122,28992.312
HP,Notebook,Windows,Intel,Nvidia,8,2.63,0,2.7,1.0,0.0,173.41040462427745,68198.4
Asus,Notebook,Linux,Intel,Intel,4,2.0,0,1.1,0.5,0.0,136.7948717948718,11934.72
others,Notebook,Windows,Intel,Intel,4,1.35,0,1.44,0.0,0.0,225.56390977443607,13586.4
Lenovo,Notebook,Windows,Intel,Nvidia,6,2.8,0,2.7,1.0,0.128,144.50867052023122,50562.72
HP,Notebook,Windows,AMD,AMD,6,1.91,0,2.5,0.0,0.128,192.30769230769232,30310.992
Dell,Notebook,Windows,Intel,AMD,4,2.18,0,2.0,1.0,0.0,136.7948717948718,32921.712
Acer,2 in 1 Convertible,Windows,Intel,Intel,4,1.25,1,2.0,0.0,0.0,258.62068965517244,18594.72
Lenovo,Notebook,Windows,Intel,Intel,4,2.05,0,2.7,0.0,0.128,192.30769230769232,33566.4
HP,Ultrabook,Windows,Intel,Intel,16,1.16,1,1.2,0.0,0.512,375.9398496240601,104695.2
Lenovo,Notebook,Windows,Intel,Nvidia,8,3.4,0,2.8,0.0,0.256,173.41040462427745,159786.72
Asus,Notebook,Windows,Intel,Nvidia,8,2.5,0,2.5,1.0,0.128,192.30769230769232,44701.92
Dell,Ultrabook,Windows,Intel,Intel,8,1.21,1,1.6,0.0,0.128,451.12781954887214,85194.72
Dell,Notebook,Windows,Intel,Intel,4,1.93,0,2.6,0.5,0.0,136.7948717948718,51095.52
others,Notebook,Windows,Intel,Intel,8,2.2,0,2.5,1.0,0.0,136.7948717948718,39373.92
Lenovo,Notebook,Windows,Intel,Intel,4,2.2,0,1.1,0.5,0.0,192.30769230769232,18328.32
Lenovo,Notebook,Windows,Intel,Intel,4,2.02,0,2.5,0.5,0.0,152.42857142857142,52747.2
HP,Workstation,Windows,Intel,Nvidia,8,3.14,0,2.8,0.5,0.0,144.50867052023122,99153.5472
HP,Notebook,Windows,Intel,Intel,8,1.94,0,1.6,2.0,0.0,152.42857142857142,20725.92
HP,Notebook,Windows,AMD,AMD,6,1.95,0,3.0,0.0,0.256,192.30769230769232,34578.72
Lenovo,Notebook,Windows,Intel,Intel,8,2.3,0,2.5,0.0,0.256,192.30769230769232,44222.4
Lenovo,Notebook,Windows,Intel,Intel,4,2.05,0,1.6,0.5,0.0,192.30769230769232,36496.8
others,Notebook,Windows,Intel,Intel,4,1.4,0,1.44,0.0,0.032,214.28571428571428,13266.72
Toshiba,Ultrabook,Windows,Intel,Intel,16,1.24,1,2.7,0.0,0.512,214.28571428571428,99367.2
Lenovo,Gaming,Windows,Intel,Nvidia,32,4.6,0,2.7,1.0,0.256,173.41040462427745,141884.63999999998
MSI,Gaming,Windows,Intel,Nvidia,16,4.14,0,2.9,1.0,0.512,173.41040462427745,145401.12
Dell,Notebook,Linux,Intel,AMD,8,2.2,0,2.7,0.0,0.256,192.30769230769232,39907.2528
others,Notebook,Windows,Intel,Intel,4,1.45,0,1.1,0.0,0.032,214.28571428571428,20725.92
Dell,Notebook,Windows,Intel,Intel,8,1.9,0,2.6,0.5,0.0,136.7948717948718,53733.94559999999
HP,Notebook,Windows,Intel,Intel,4,1.49,0,2.4,0.0,0.128,225.56390977443607,38308.32
Dell,Notebook,Windows,Intel,Nvidia,16,1.93,0,2.8,0.0,0.256,192.30769230769232,81912.13919999999
Dell,Netbook,Chrome,Intel,Intel,4,1.26,0,1.6,0.0,0.0,183.9655172413793,15717.6
MSI,Gaming,Windows,Intel,Nvidia,16,4.5,0,2.7,1.0,0.128,173.41040462427745,125154.72
HP,Gaming,Windows,Intel,Nvidia,16,3.78,0,2.8,1.0,0.256,173.41040462427745,79813.44
Lenovo,Ultrabook,Windows,Intel,Intel,12,1.4,0,2.6,0.0,0.256,214.28571428571428,89137.44
Lenovo,Notebook,Windows,Intel,Intel,12,2.2,1,1.8,1.0,0.0,136.7948717948718,32447.52
Asus,Gaming,Windows,Intel,Nvidia,8,2.73,0,2.5,1.0,0.128,173.41040462427745,94305.6
Asus,2 in 1 Convertible,Windows,Intel,Intel,8,2.2,1,2.5,1.0,0.0,136.7948717948718,39373.92
Lenovo,Notebook,Windows,AMD,AMD,12,2.2,0,3.6,0.0,0.512,192.30769230769232,50562.72
Dell,2 in 1 Convertible,Windows,Intel,Intel,4,1.39,1,1.0,0.0,0.128,183.9655172413793,32127.84
Samsung,Notebook,Windows,Intel,Nvidia,16,2.5,0,2.8,1.0,0.128,192.30769230769232,90522.72
Lenovo,Notebook,No,Intel,Intel,4,2.8,0,2.0,0.5,0.0,173.41040462427745,28185.12
Lenovo,Notebook,Windows,Intel,Intel,8,2.29,0,2.3,1.0,0.0,136.7948717948718,24455.52
Lenovo,2 in 1 Convertible,Windows,Intel,Intel,8,1.37,1,2.7,0.0,0.512,225.56390977443607,107892.0
Lenovo,Notebook,Windows,Intel,Intel,8,1.7,0,2.5,0.0,0.256,214.28571428571428,78534.72
Dell,2 in 1 Convertible,Windows,Intel,Intel,8,1.34,1,2.5,0.0,0.256,240.0,88977.59999999999
Dell,Workstation,Windows,Intel,Nvidia,8,2.06,1,2.8,0.0,0.256,192.30769230769232,93932.64
HP,Notebook,Windows,Intel,Intel,8,1.84,0,2.7,0.0,0.256,192.30769230769232,64948.32
HP,Notebook,Windows,Intel,Intel,4,2.1,0,2.4,0.5,0.0,136.7948717948718,35616.6144
Acer,Notebook,Windows,Intel,Intel,4,1.6,0,1.1,0.0,0.0,214.28571428571428,17529.12
MSI,Gaming,Windows,Intel,Nvidia,16,4.14,0,2.7,1.0,0.128,173.41040462427745,117162.72
Dell,Notebook,Linux,Intel,AMD,4,2.18,0,2.0,1.0,0.0,136.7948717948718,24775.2
MSI,Gaming,Windows,Intel,Nvidia,16,1.8,0,2.8,2.0,0.256,384.61538461538464,122490.72
Toshiba,Notebook,Windows,Intel,Intel,8,2.2,0,2.5,0.0,0.256,192.30769230769232,74538.72
Lenovo,Notebook,Windows,Intel,Intel,6,2.4,0,2.5,1.0,0.0,192.30769230769232,30049.92
Lenovo,2 in 1 Convertible,Windows,Intel,Intel,8,2.0,1,2.8,0.0,0.256,192.30769230769232,69210.72
Acer,Notebook,Windows,Intel,Intel,4,1.6,0,1.6,0.0,0.0,152.42857142857142,18594.72
Lenovo,Notebook,Windows,Intel,Nvidia,32,2.5,0,3.1,0.0,1.0,384.61538461538464,261018.72
Dell,Gaming,Windows,Intel,Nvidia,16,2.59,0,2.6,1.0,0.0,192.30769230769232,46833.6528
Dell,Notebook,Linux,Intel,Intel,4,2.18,0,2.0,1.0,0.0,136.7948717948718,23650.992
Dell,Notebook,Linux,Intel,Intel,4,2.25,0,2.0,1.0,0.0,136.7948717948718,19127.52
Dell,Notebook,Linux,Intel,Intel,4,1.93,0,2.6,0.5,0.0,136.7948717948718,46300.32
Asus,Gaming,Windows,Intel,Nvidia,8,3.0,0,2.8,1.0,0.128,173.41040462427745,62231.04
Dell,Notebook,Linux,Intel,AMD,4,2.18,0,2.5,0.0,0.128,192.30769230769232,30316.32
HP,Ultrabook,Windows,Intel,Intel,8,1.84,0,2.7,0.0,0.512,192.30769230769232,74005.92
MSI,Gaming,Windows,Intel,Nvidia,16,2.94,0,2.8,1.0,0.256,192.30769230769232,120831.5808
Acer,2 in 1 Convertible,Chrome,Intel,Intel,4,1.25,1,1.6,0.0,0.0,183.9655172413793,20193.12
HP,Notebook,Windows,Intel,Intel,8,2.31,0,2.6,0.0,0.256,152.42857142857142,59886.72
Lenovo,Notebook,Windows,Intel,Intel,8,1.65,0,2.3,0.0,0.256,214.28571428571428,78055.2
Dell,Notebook,Windows,Intel,AMD,4,2.2,0,1.6,1.0,0.0,192.30769230769232,41345.28
others,Notebook,Windows,Intel,Intel,8,2.2,0,2.5,0.0,0.256,136.7948717948718,42570.72
HP,Notebook,Windows,Intel,Intel,4,1.88,0,2.3,0.5,0.0,136.7948717948718,49656.96
Lenovo,Notebook,Windows,Intel,Nvidia,8,2.2,0,2.7,1.0,0.0,192.30769230769232,47898.72
others,Notebook,Windows,Intel,Intel,2,1.4,0,1.44,0.0,0.0,214.28571428571428,12733.92
Lenovo,Notebook,No,Intel,Intel,4,2.2,0,2.5,0.0,0.128,192.30769230769232,24935.04
Asus,2 in 1 Convertible,Windows,Intel,Intel,6,1.5,1,2.5,1.0,0.0,225.56390977443607,34046.4528
Dell,Notebook,Windows,Intel,Nvidia,8,2.0,0,2.8,0.0,0.256,192.30769230769232,96969.6
Asus,Ultrabook,Windows,Intel,Intel,16,1.1,0,2.7,0.0,0.512,214.28571428571428,101232.0
Dell,Gaming,Windows,Intel,Nvidia,16,2.62,0,2.8,1.0,0.256,192.30769230769232,78801.12
Lenovo,Notebook,Windows,Intel,Intel,4,1.8,0,1.6,0.0,0.256,192.30769230769232,44169.12
Lenovo,Notebook,Windows,Intel,Nvidia,4,2.2,0,2.0,1.0,0.0,192.30769230769232,30849.12
Asus,Notebook,Windows,Intel,Intel,8,2.0,0,1.1,1.0,0.0,136.7948717948718,21258.72
Asus,Notebook,Windows,Intel,Nvidia,8,1.99,0,2.5,1.0,0.0,192.30769230769232,48304.7136
Dell,Ultrabook,Windows,Intel,Intel,8,1.23,1,1.6,0.0,0.256,375.9398496240601,99580.32
Lenovo,Notebook,Windows,Intel,Intel,2,1.42,0,1.6,0.0,0.0,152.42857142857142,13266.72
Lenovo,2 in 1 Convertible,Windows,Intel,Intel,8,1.37,1,2.7,0.0,0.256,225.56390977443607,93635.3376
Dell,Notebook,Windows,Intel,Nvidia,16,2.06,1,2.8,0.0,1.0,384.61538461538464,127818.72
Lenovo,Gaming,Windows,Intel,Nvidia,8,2.5,0,2.8,1.0,0.128,192.30769230769232,59087.52
HP,Notebook,Windows,AMD,AMD,8,2.6,0,3.0,1.0,0.0,147.05882352941177,27753.552
Lenovo,Ultrabook,Windows,Intel,Intel,16,1.14,0,2.7,0.0,0.512,214.28571428571428,130536.0
Asus,Gaming,No,Intel,Nvidia,8,2.5,0,2.8,1.0,0.0,192.30769230769232,62284.32
Acer,Notebook,Windows,Intel,Intel,4,2.4,0,2.0,0.5,0.0,136.7948717948718,23976.0
Lenovo,Notebook,Windows,Intel,Intel,4,1.43,0,1.6,0.0,0.0,152.42857142857142,14598.72
Acer,Ultrabook,Windows,Intel,Intel,8,1.8,0,2.5,0.0,0.256,214.28571428571428,48964.32
others,Gaming,Windows,Intel,Nvidia,16,1.95,0,2.8,0.0,0.256,214.28571428571428,138474.72
Toshiba,Notebook,Windows,Intel,Intel,8,1.2,0,2.3,0.0,0.256,225.56390977443607,64628.64
Lenovo,Ultrabook,Windows,Intel,Intel,8,1.36,0,2.7,0.0,0.256,240.0,84395.52
Asus,Gaming,Windows,Intel,Nvidia,32,3.8,0,2.7,0.0,0.512,173.41040462427745,149130.72
Acer,Gaming,Linux,Intel,Nvidia,8,2.4,0,2.5,1.0,0.0,192.30769230769232,37775.52
Dell,Ultrabook,Windows,Intel,Intel,8,1.2,0,1.6,0.0,0.256,225.56390977443607,77250.672
MSI,Gaming,Windows,Intel,Nvidia,8,2.2,0,2.8,1.0,0.128,192.30769230769232,63499.10399999999
HP,Notebook,No,Intel,Intel,4,1.86,0,2.0,0.5,0.0,136.7948717948718,19441.872
Toshiba,Notebook,Windows,Intel,Intel,8,2.0,0,2.5,0.5,0.0,192.30769230769232,56689.92
Dell,Notebook,Windows,Intel,AMD,8,2.2,0,1.8,0.0,0.256,192.30769230769232,48964.32
Dell,Notebook,Windows,Intel,AMD,16,2.2,0,1.8,2.0,0.256,192.30769230769232,60472.8
Lenovo,Gaming,Windows,Intel,Nvidia,8,3.31,0,2.6,1.0,0.128,192.30769230769232,63722.88
Dell,Gaming,Windows,Intel,Nvidia,32,4.42,0,2.8,1.0,0.512,346.8208092485549,167691.8736
Dell,Notebook,Windows,Intel,Intel,8,1.56,0,2.4,0.0,0.256,214.28571428571428,65481.12
Lenovo,Notebook,Windows,Intel,Intel,4,2.2,0,1.1,0.5,0.0,136.7948717948718,22324.32
Lenovo,Notebook,Windows,Intel,Intel,4,2.2,0,2.3,0.5,0.0,192.30769230769232,28504.8
HP,Notebook,Windows,Intel,AMD,6,2.04,0,2.0,1.0,0.0,192.30769230769232,28717.92
MSI,Gaming,Windows,Intel,Nvidia,8,2.7,0,2.8,1.0,0.128,173.41040462427745,79215.1056
Toshiba,Notebook,Windows,Intel,Intel,4,2.1,0,2.1,0.0,0.128,136.7948717948718,26533.44
Dell,Notebook,Windows,Intel,Intel,8,2.06,0,2.5,1.0,0.0,192.30769230769232,50882.4
HP,Notebook,Windows,Intel,AMD,8,2.1,0,2.7,1.0,0.0,192.30769230769232,39693.6
Toshiba,Notebook,Windows,Intel,Intel,8,2.0,0,2.5,0.0,0.256,192.30769230769232,67026.23999999999
Acer,Notebook,Linux,Intel,Intel,4,2.1,0,2.0,0.0,0.128,136.7948717948718,21951.36
others,Ultrabook,Windows,Intel,Intel,8,1.252,1,2.8,0.0,0.256,278.51851851851853,99519.048
Lenovo,Notebook,Windows,Intel,AMD,8,1.9,0,2.5,1.0,0.128,192.30769230769232,43580.376
Lenovo,2 in 1 Convertible,Windows,Intel,Intel,8,1.3,1,2.5,0.0,0.256,225.56390977443607,55091.52
Lenovo,Notebook,Windows,AMD,AMD,4,2.2,0,2.2,0.0,0.128,136.7948717948718,18594.72
HP,2 in 1 Convertible,Windows,Intel,Nvidia,4,1.63,1,2.4,0.0,0.128,214.28571428571428,37242.72
MSI,Gaming,Windows,Intel,Nvidia,16,2.4,0,2.8,1.0,0.256,192.30769230769232,68944.31999999999
Asus,Ultrabook,Windows,Intel,Intel,8,1.1,0,2.5,0.0,0.256,214.28571428571428,60472.8
HP,2 in 1 Convertible,Chrome,Intel,Intel,8,1.4,1,1.1,0.0,0.0,183.9655172413793,26373.6
others,Ultrabook,Windows,Intel,Intel,8,1.09,0,1.8,0.0,0.512,192.30769230769232,122490.72
Acer,Gaming,Windows,Intel,Nvidia,16,2.5,0,2.5,0.0,0.256,192.30769230769232,69210.72
MSI,Gaming,Windows,Intel,Nvidia,8,2.2,0,2.5,0.0,0.256,192.30769230769232,53168.112
Asus,Notebook,Windows,Intel,Intel,4,1.86,0,1.1,0.0,0.128,136.7948717948718,22324.32
Dell,Gaming,Windows,Intel,Nvidia,16,3.21,0,2.5,1.0,0.128,192.30769230769232,109277.28
HP,Notebook,Windows,Intel,AMD,4,2.5,0,2.0,0.0,0.256,173.41040462427745,37242.72
Lenovo,2 in 1 Convertible,Windows,Intel,Intel,8,1.19,1,1.8,0.0,0.512,225.56390977443607,79866.72
Dell,Gaming,Windows,Intel,Nvidia,16,3.49,0,2.9,1.0,0.256,192.30769230769232,149916.6
HP,Notebook,Windows,Intel,AMD,4,1.86,0,2.5,0.5,0.0,136.7948717948718,32639.8608
Dell,Notebook,Windows,Intel,AMD,4,2.2,0,2.0,1.0,0.0,136.7948717948718,29073.297599999994
HP,Notebook,Windows,AMD,AMD,6,2.65,0,2.4,2.0,0.0,173.41040462427745,30316.32
Lenovo,Notebook,Windows,Intel,Intel,4,2.1,0,1.6,0.5,0.0,136.7948717948718,16943.04
Acer,Notebook,Chrome,Intel,Intel,4,1.45,0,1.6,0.0,0.0,152.42857142857142,19980.0
Lenovo,Notebook,Windows,Intel,Intel,4,1.7,0,2.5,0.0,0.256,214.28571428571428,37242.72
HP,Workstation,Windows,Intel,Nvidia,8,3.14,0,2.8,0.5,0.0,173.41040462427745,101657.7072
Lenovo,2 in 1 Convertible,Windows,Intel,Intel,8,1.42,1,2.7,0.0,0.256,285.7142857142857,137995.19999999998
Toshiba,Notebook,Windows,Intel,Intel,8,1.5,0,2.5,0.0,0.256,225.56390977443607,51841.44
Acer,Netbook,Windows,Intel,Intel,4,1.4,0,1.6,0.0,0.0,183.9655172413793,14332.32
Lenovo,2 in 1 Convertible,Windows,Intel,Intel,16,1.38,1,2.7,0.0,0.512,214.28571428571428,93186.72
Asus,2 in 1 Convertible,Chrome,Intel,Intel,4,1.2,1,0.9,0.0,0.0,240.0,35644.32
Toshiba,Ultrabook,Windows,Intel,Intel,16,1.36,1,2.5,0.0,0.512,225.56390977443607,100006.56
HP,Notebook,Windows,Intel,AMD,4,2.1,0,2.7,0.5,0.0,192.30769230769232,36709.92
Dell,Gaming,Windows,Intel,Nvidia,8,2.56,0,2.5,1.0,0.0,192.30769230769232,43636.32
Lenovo,Notebook,Windows,AMD,AMD,4,2.2,0,2.9,0.0,0.256,192.30769230769232,21258.72
Lenovo,Notebook,Windows,AMD,AMD,8,2.2,0,3.6,1.0,0.0,136.7948717948718,22857.12
Lenovo,Notebook,Windows,Intel,Intel,4,2.1,0,2.5,2.0,0.0,192.30769230769232,33110.856
Lenovo,Notebook,No,Intel,Intel,4,1.9,0,2.0,0.5,0.0,136.7948717948718,23976.0
Dell,Notebook,Windows,Intel,Intel,8,2.18,0,2.5,0.0,0.256,192.30769230769232,42357.6
Acer,2 in 1 Convertible,Windows,Intel,Intel,8,1.6,1,1.6,0.0,0.256,225.56390977443607,53226.72
Lenovo,Workstation,Windows,Intel,Nvidia,16,2.18,0,2.5,0.0,0.512,192.30769230769232,98834.4
Lenovo,Notebook,Windows,Intel,Intel,8,1.8,0,2.3,0.0,0.256,214.28571428571428,63456.48
HP,Notebook,Windows,AMD,AMD,6,2.71,0,2.5,2.0,0.0,173.41040462427745,34898.932799999995
Lenovo,Gaming,Windows,Intel,Nvidia,8,2.5,0,2.8,1.0,0.128,192.30769230769232,66546.72
Dell,Notebook,Linux,Intel,Nvidia,8,1.64,0,2.8,0.0,0.256,214.28571428571428,58021.92
Dell,Notebook,Linux,Intel,Intel,8,1.98,0,2.5,1.0,0.0,192.30769230769232,38681.28
Asus,Notebook,Windows,Intel,Intel,4,1.5,0,1.1,0.0,0.0,214.28571428571428,15877.44
Dell,Notebook,Windows,Intel,Intel,16,1.93,0,2.6,0.0,0.512,192.30769230769232,76012.44480000001
Lenovo,Notebook,Windows,Intel,Nvidia,8,1.87,0,2.5,0.0,0.256,214.28571428571428,45664.6896
Dell,Notebook,Windows,Intel,Intel,8,1.9,0,2.6,0.0,0.256,192.30769230769232,62817.12
Lenovo,Notebook,Windows,AMD,AMD,4,2.19,0,2.0,0.5,0.0,136.7948717948718,15877.44
others,Notebook,Windows,Intel,Intel,4,1.4,0,1.92,0.032,0.0,222.8571428571429,14119.2
HP,Notebook,Windows,Intel,Nvidia,8,2.63,0,2.7,0.0,0.256,173.41040462427745,63936.0
Lenovo,Ultrabook,Windows,Intel,Intel,8,1.17,0,2.5,0.0,0.512,285.7142857142857,89864.1792
HP,2 in 1 Convertible,Windows,Intel,Intel,8,1.58,1,2.5,0.0,0.256,160.45112781954887,44574.048
Lenovo,Ultrabook,Windows,Intel,Intel,8,1.32,0,2.5,0.0,0.256,214.28571428571428,79866.72
Dell,Gaming,Windows,Intel,Nvidia,32,4.36,0,2.8,1.0,1.0,346.8208092485549,194972.832
MSI,Gaming,Windows,Intel,Nvidia,8,2.7,0,2.8,1.0,0.128,173.41040462427745,71847.0144
Lenovo,Notebook,No,Intel,Intel,4,1.9,0,2.5,1.0,0.0,136.7948717948718,26101.872
Dell,Notebook,Windows,Intel,AMD,8,2.2,0,1.6,1.0,0.128,192.30769230769232,38308.32
Dell,2 in 1 Convertible,Windows,Intel,Intel,4,1.71,1,2.4,1.0,0.0,225.56390977443607,34578.72
Dell,Notebook,Linux,Intel,AMD,8,2.32,0,2.5,1.0,0.0,136.7948717948718,31409.6256
HP,Notebook,Windows,AMD,AMD,4,2.1,0,3.0,1.0,0.0,192.30769230769232,26053.92
Acer,Gaming,Windows,Intel,Nvidia,16,4.2,0,2.6,1.0,0.128,173.41040462427745,103096.8
Dell,Notebook,Windows,Intel,Intel,12,2.25,0,2.5,1.0,0.0,136.7948717948718,34578.72
HP,Notebook,Windows,AMD,AMD,6,2.1,0,3.0,1.0,0.128,192.30769230769232,34632.0
Acer,Notebook,Windows,Intel,Intel,4,2.4,0,2.5,0.5,0.0,136.7948717948718,29783.52
Lenovo,Notebook,Windows,Intel,Intel,8,1.44,0,2.5,0.0,0.256,225.56390977443607,51148.8
Lenovo,Notebook,Windows,Intel,Intel,4,1.85,0,2.7,1.0,0.0,192.30769230769232,41505.12
HP,Workstation,Windows,Intel,Nvidia,16,2.6,0,2.8,0.0,0.256,192.30769230769232,128884.32
Dell,2 in 1 Convertible,Windows,Intel,Intel,8,1.55,1,1.6,1.0,0.0,225.56390977443607,35111.52
MSI,Gaming,Windows,Intel,Nvidia,16,1.8,0,2.8,1.0,0.256,192.30769230769232,111593.8944
Acer,Notebook,Windows,Intel,Intel,4,2.4,0,2.0,0.5,0.0,136.7948717948718,21887.424
Dell,Notebook,Windows,Intel,Nvidia,8,2.0,0,2.7,1.0,0.128,192.30769230769232,64308.96
Dell,Notebook,Windows,Intel,Intel,8,2.0,0,2.0,0.0,0.256,136.7948717948718,35431.2
Toshiba,Notebook,Windows,Intel,Intel,8,1.25,1,2.5,0.0,0.256,214.28571428571428,81784.8
Lenovo,2 in 1 Convertible,Windows,Intel,Intel,8,1.7,1,2.5,0.0,0.256,214.28571428571428,53226.72
